id,week_offset,week_label,rank,title,artist,likes,crawled_at
201,0,2026.04.13 ~ 2026.04.19,1,기쁨\, 슬픔\, 아름다운 마음,AKMU (악뮤),79259,2026-05-26 15:47:04
202,0,2026.04.13 ~ 2026.04.19,2,소문의 낙원,AKMU (악뮤),74299,2026-05-26 15:47:04
203,0,2026.04.13 ~ 2026.04.19,3,RUDE!,Hearts2Hearts (하츠투하츠),63368,2026-05-26 15:47:04
204,0,2026.04.13 ~ 2026.04.19,4,BANG BANG,IVE (아이브),64208,2026-05-26 15:47:04
205,0,2026.04.13 ~ 2026.04.19,5,404 (New Era),KiiiKiii (키키),66002,2026-05-26 15:47:04
206,0,2026.04.13 ~ 2026.04.19,6,사랑하게 될 거야,한로로,134530,2026-05-26 15:47:04
207,0,2026.04.13 ~ 2026.04.19,7,Drowning,WOODZ,300622,2026-05-26 15:47:04
208,0,2026.04.13 ~ 2026.04.19,8,Good Goodbye,화사 (HWASA),119761,2026-05-26 15:47:04
209,0,2026.04.13 ~ 2026.04.19,9,SWIM,방탄소년단,60888,2026-05-26 15:47:04
210,0,2026.04.13 ~ 2026.04.19,10,0+0,한로로,106519,2026-05-26 15:47:04
211,0,2026.04.13 ~ 2026.04.19,11,타임캡슐,다비치,72432,2026-05-26 15:47:04
212,0,2026.04.13 ~ 2026.04.19,12,멸종위기사랑,이찬혁,99361,2026-05-26 15:47:04
213,0,2026.04.13 ~ 2026.04.19,13,그대 작은 나의 세상이 되어,카더가든,83793,2026-05-26 15:47:04
214,0,2026.04.13 ~ 2026.04.19,14,너에게 닿기를,10CM,151016,2026-05-26 15:47:04
215,0,2026.04.13 ~ 2026.04.19,15,"어떻게 이별까지 사랑하겠어\, 널 사랑하는 거지",AKMU (악뮤),497436,2026-05-26 15:47:04
216,0,2026.04.13 ~ 2026.04.19,16,Body to Body,방탄소년단,46266,2026-05-26 15:47:04
217,0,2026.04.13 ~ 2026.04.19,17,Popcorn,도경수(D.O.),82182,2026-05-26 15:47:04
218,0,2026.04.13 ~ 2026.04.19,18,어제보다 슬픈 오늘,우디 (Woody),85786,2026-05-26 15:47:04
219,0,2026.04.13 ~ 2026.04.19,19,Blue Valentine,NMIXX,116957,2026-05-26 15:47:04
220,0,2026.04.13 ~ 2026.04.19,20,TICK TOCK (Feat. ZICO) (Prod. by ZICO\, Crush),김하온 (HAON)\, Nosun\, Raf Sandou\, Marv\, 정준혁,39119,2026-05-26 15:47:04
221,0,2026.04.13 ~ 2026.04.19,21,너의 모든 순간,성시경,323979,2026-05-26 15:47:04
222,0,2026.04.13 ~ 2026.04.19,22,Golden,"HUNTR/X\, EJAE\, AUDREY NUNA\, REI AMI\, KPop Demon Hunters Cast",192148,2026-05-26 15:47:04
223,0,2026.04.13 ~ 2026.04.19,23,뛰어(JUMP),BLACKPINK,97001,2026-05-26 15:47:04
224,0,2026.04.13 ~ 2026.04.19,24,캐치 캐치,YENA (최예나),34066,2026-05-26 15:47:04
225,0,2026.04.13 ~ 2026.04.19,25,모르시나요(PROD.로코베리),조째즈,107849,2026-05-26 15:47:04
226,0,2026.04.13 ~ 2026.04.19,26,BLACKHOLE,IVE (아이브),39132,2026-05-26 15:47:04
227,0,2026.04.13 ~ 2026.04.19,27,toxic till the end,로제 (ROSÉ),155503,2026-05-26 15:47:04
228,0,2026.04.13 ~ 2026.04.19,28,내게 사랑이 뭐냐고 물어본다면,로이킴,97854,2026-05-26 15:47:04
229,0,2026.04.13 ~ 2026.04.19,29,천상연,이창섭,146871,2026-05-26 15:47:04
230,0,2026.04.13 ~ 2026.04.19,30,2.0,방탄소년단,29895,2026-05-26 15:47:04
231,0,2026.04.13 ~ 2026.04.19,31,HAPPY,DAY6 (데이식스),214995,2026-05-26 15:47:04
232,0,2026.04.13 ~ 2026.04.19,32,사랑인가 봐,멜로망스,237136,2026-05-26 15:47:04
233,0,2026.04.13 ~ 2026.04.19,33,Love Love Love (Feat. Yoong Jin Of Casker),에픽하이 (EPIK HIGH),123779,2026-05-26 15:47:04
234,0,2026.04.13 ~ 2026.04.19,34,HOME SWEET HOME (feat. 태양\, 대성),G-DRAGON,230279,2026-05-26 15:47:04
235,0,2026.04.13 ~ 2026.04.19,35,like JENNIE,제니 (JENNIE),110573,2026-05-26 15:47:04
236,0,2026.04.13 ~ 2026.04.19,36,한 페이지가 될 수 있게,DAY6 (데이식스),368484,2026-05-26 15:47:04
237,0,2026.04.13 ~ 2026.04.19,37,Whiplash,aespa,153495,2026-05-26 15:47:04
238,0,2026.04.13 ~ 2026.04.19,38,사랑은 봄비처럼...이별은 겨울비처럼...,임현정,69381,2026-05-26 15:47:04
239,0,2026.04.13 ~ 2026.04.19,39,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),173240,2026-05-26 15:47:04
240,0,2026.04.13 ~ 2026.04.19,40,청춘만화,이무진,101491,2026-05-26 15:47:04
241,0,2026.04.13 ~ 2026.04.19,41,소나기,이클립스 (ECLIPSE),196585,2026-05-26 15:47:04
242,0,2026.04.13 ~ 2026.04.19,42,모든 날\, 모든 순간 (Every day\, Every Moment),폴킴,437967,2026-05-26 15:47:04
243,0,2026.04.13 ~ 2026.04.19,43,Hooligan,방탄소년단,31309,2026-05-26 15:47:04
244,0,2026.04.13 ~ 2026.04.19,44,SPAGHETTI (feat. j-hope of BTS),LE SSERAFIM (르세라핌)\, j-hope,51260,2026-05-26 15:47:04
245,0,2026.04.13 ~ 2026.04.19,45,주저하는 연인들을 위해,잔나비,454223,2026-05-26 15:47:04
246,0,2026.04.13 ~ 2026.04.19,46,나는 반딧불,황가람,158947,2026-05-26 15:47:04
247,0,2026.04.13 ~ 2026.04.19,47,Flower,오반(OVAN),87181,2026-05-26 15:47:04
248,0,2026.04.13 ~ 2026.04.19,48,봄날,방탄소년단,509159,2026-05-26 15:47:04
249,0,2026.04.13 ~ 2026.04.19,49,예뻤어,DAY6 (데이식스),381251,2026-05-26 15:47:04
250,0,2026.04.13 ~ 2026.04.19,50,Welcome to the Show,DAY6 (데이식스),199563,2026-05-26 15:47:04
251,0,2026.04.13 ~ 2026.04.19,51,청혼하지 않을 이유를 못 찾았어,이무진,73993,2026-05-26 15:47:04
252,0,2026.04.13 ~ 2026.04.19,52,달리 표현할 수 없어요,로이킴,41973,2026-05-26 15:47:04
253,0,2026.04.13 ~ 2026.04.19,53,FAMOUS,ALLDAY PROJECT,131650,2026-05-26 15:47:04
254,0,2026.04.13 ~ 2026.04.19,54,눈을 감아도(2026),순순희(지환),13439,2026-05-26 15:47:04
255,0,2026.04.13 ~ 2026.04.19,55,시작의 아이 ❍,"박다혜\, 마크툽 (MAKTUB)",71470,2026-05-26 15:47:04
256,0,2026.04.13 ~ 2026.04.19,56,STYLE,Hearts2Hearts (하츠투하츠),60830,2026-05-26 15:47:04
257,0,2026.04.13 ~ 2026.04.19,57,ONE MORE TIME,ALLDAY PROJECT,61413,2026-05-26 15:47:04
258,0,2026.04.13 ~ 2026.04.19,58,APT.,로제 (ROSÉ)\, Bruno Mars,221041,2026-05-26 15:47:04
259,0,2026.04.13 ~ 2026.04.19,59,KISS KISS KISS (Feat. 선우 (THE BOYZ)) (Prod. by Hukky Shibaseki),"NOWIMYOUNG (나우아임영)\, Royal 44",30182,2026-05-26 15:47:04
260,0,2026.04.13 ~ 2026.04.19,60,FOCUS,Hearts2Hearts (하츠투하츠),43462,2026-05-26 15:47:04
261,0,2026.04.13 ~ 2026.04.19,61,첫 만남은 계획대로 되지 않아,TWS (투어스),174982,2026-05-26 15:47:04
262,0,2026.04.13 ~ 2026.04.19,62,REBEL HEART,IVE (아이브),120777,2026-05-26 15:47:04
263,0,2026.04.13 ~ 2026.04.19,63,Love wins all,아이유,223529,2026-05-26 15:47:04
264,0,2026.04.13 ~ 2026.04.19,64,다정히 내 이름을 부르면,"경서예지\, 전건호",223789,2026-05-26 15:47:04
265,0,2026.04.13 ~ 2026.04.19,65,Seven (feat. Latto) - Clean Ver.,정국,231559,2026-05-26 15:47:04
266,0,2026.04.13 ~ 2026.04.19,66,오늘만 I LOVE YOU,BOYNEXTDOOR,186448,2026-05-26 15:47:04
267,0,2026.04.13 ~ 2026.04.19,67,이 밤을 빌려 말해요,PLAVE,31251,2026-05-26 15:47:04
268,0,2026.04.13 ~ 2026.04.19,68,헤어지자 말해요,박재정,194185,2026-05-26 15:47:04
269,0,2026.04.13 ~ 2026.04.19,69,OVERDRIVE,TWS (투어스),44529,2026-05-26 15:47:04
270,0,2026.04.13 ~ 2026.04.19,70,Die With A Smile,Lady Gaga\, Bruno Mars,136069,2026-05-26 15:47:04
271,0,2026.04.13 ~ 2026.04.19,71,NOT CUTE ANYMORE,아일릿(ILLIT),48184,2026-05-26 15:47:04
272,0,2026.04.13 ~ 2026.04.19,72,인사,범진,163553,2026-05-26 15:47:04
273,0,2026.04.13 ~ 2026.04.19,73,Never Ending Story,아이유,86573,2026-05-26 15:47:04
274,0,2026.04.13 ~ 2026.04.19,74,FYA,방탄소년단,26520,2026-05-26 15:47:04
275,0,2026.04.13 ~ 2026.04.19,75,시작의 아이,마크툽 (MAKTUB),85919,2026-05-26 15:47:04
276,0,2026.04.13 ~ 2026.04.19,76,Magnetic,아일릿(ILLIT),146163,2026-05-26 15:47:04
277,0,2026.04.13 ~ 2026.04.19,77,눈사람,정승환,309981,2026-05-26 15:47:04
278,0,2026.04.13 ~ 2026.04.19,78,Soda Pop,"KPop Demon Hunters Cast\, Danny Chung\, Saja Boys\, Andrew Choi\, Neckwav\, Kevin Woo\, samUIL Lee",116522,2026-05-26 15:47:04
279,0,2026.04.13 ~ 2026.04.19,79,Flashback,엔플라잉 (N.Flying),57623,2026-05-26 15:47:04
280,0,2026.04.13 ~ 2026.04.19,80,에피소드,이무진,142744,2026-05-26 15:47:04
281,0,2026.04.13 ~ 2026.04.19,81,햇빛 bless you,AKMU (악뮤),9357,2026-05-26 15:47:04
282,0,2026.04.13 ~ 2026.04.19,82,I AM,IVE (아이브),238663,2026-05-26 15:47:04
283,0,2026.04.13 ~ 2026.04.19,83,사랑은 늘 도망가,임영웅,237669,2026-05-26 15:47:04
284,0,2026.04.13 ~ 2026.04.19,84,봄 색깔,AKMU (악뮤),7897,2026-05-26 15:47:04
285,0,2026.04.13 ~ 2026.04.19,85,Aliens,방탄소년단,25406,2026-05-26 15:47:04
286,0,2026.04.13 ~ 2026.04.19,86,XOXZ,IVE (아이브),55998,2026-05-26 15:47:04
287,0,2026.04.13 ~ 2026.04.19,87,Like Animals,방탄소년단,27031,2026-05-26 15:47:04
288,0,2026.04.13 ~ 2026.04.19,88,벌레를 내고,AKMU (악뮤),8530,2026-05-26 15:47:04
289,0,2026.04.13 ~ 2026.04.19,89,그래 늦지 않았어 (2025),"아샤트리\, 이예은\, 전건호",17336,2026-05-26 15:47:04
290,0,2026.04.13 ~ 2026.04.19,90,끝사랑,테이,12629,2026-05-26 15:47:04
291,0,2026.04.13 ~ 2026.04.19,91,TOO BAD (feat. Anderson .Paak),G-DRAGON,156073,2026-05-26 15:47:04
292,0,2026.04.13 ~ 2026.04.19,92,힙합보단 사랑\, 사랑보단 돈 (Feat. 베이식),노아주다 (noahjooda),50345,2026-05-26 15:47:04
293,0,2026.04.13 ~ 2026.04.19,93,Merry Go Round,방탄소년단,24221,2026-05-26 15:47:04
294,0,2026.04.13 ~ 2026.04.19,94,한번 더 이별,이창섭,33668,2026-05-26 15:47:04
295,0,2026.04.13 ~ 2026.04.19,95,하루에 하루만 더 (Stick With You),투모로우바이투게더,27778,2026-05-26 15:47:04
296,0,2026.04.13 ~ 2026.04.19,96,Hype Boy,NewJeans,315852,2026-05-26 15:47:04
297,0,2026.04.13 ~ 2026.04.19,97,입춘,한로로,67310,2026-05-26 15:47:04
298,0,2026.04.13 ~ 2026.04.19,98,One More Night,방탄소년단,23020,2026-05-26 15:47:04
299,0,2026.04.13 ~ 2026.04.19,99,운명 (2025),"먼데이 키즈\, 이이경",36310,2026-05-26 15:47:04
300,0,2026.04.13 ~ 2026.04.19,100,they don’t know ’bout us,방탄소년단,23206,2026-05-26 15:47:04
301,0,2026.04.20 ~ 2026.04.26,1,기쁨\, 슬픔\, 아름다운 마음,AKMU (악뮤),79259,2026-05-26 15:47:04
302,0,2026.04.20 ~ 2026.04.26,2,소문의 낙원,AKMU (악뮤),74300,2026-05-26 15:47:04
303,0,2026.04.20 ~ 2026.04.26,3,RUDE!,Hearts2Hearts (하츠투하츠),63368,2026-05-26 15:47:04
304,0,2026.04.20 ~ 2026.04.26,4,BANG BANG,IVE (아이브),64208,2026-05-26 15:47:04
305,0,2026.04.20 ~ 2026.04.26,5,404 (New Era),KiiiKiii (키키),66002,2026-05-26 15:47:04
306,0,2026.04.20 ~ 2026.04.26,6,사랑하게 될 거야,한로로,134530,2026-05-26 15:47:04
307,0,2026.04.20 ~ 2026.04.26,7,Drowning,WOODZ,300622,2026-05-26 15:47:04
308,0,2026.04.20 ~ 2026.04.26,8,0+0,한로로,106519,2026-05-26 15:47:04
309,0,2026.04.20 ~ 2026.04.26,9,Good Goodbye,화사 (HWASA),119761,2026-05-26 15:47:04
310,0,2026.04.20 ~ 2026.04.26,10,타임캡슐,다비치,72432,2026-05-26 15:47:04
311,0,2026.04.20 ~ 2026.04.26,11,SWIM,방탄소년단,60888,2026-05-26 15:47:04
312,0,2026.04.20 ~ 2026.04.26,12,멸종위기사랑,이찬혁,99361,2026-05-26 15:47:04
313,0,2026.04.20 ~ 2026.04.26,13,"어떻게 이별까지 사랑하겠어\, 널 사랑하는 거지",AKMU (악뮤),497436,2026-05-26 15:47:04
314,0,2026.04.20 ~ 2026.04.26,14,Popcorn,도경수(D.O.),82182,2026-05-26 15:47:04
315,0,2026.04.20 ~ 2026.04.26,15,그대 작은 나의 세상이 되어,카더가든,83793,2026-05-26 15:47:04
316,0,2026.04.20 ~ 2026.04.26,16,너에게 닿기를,10CM,151016,2026-05-26 15:47:04
317,0,2026.04.20 ~ 2026.04.26,17,캐치 캐치,YENA (최예나),34066,2026-05-26 15:47:04
318,0,2026.04.20 ~ 2026.04.26,18,어제보다 슬픈 오늘,우디 (Woody),85786,2026-05-26 15:47:04
319,0,2026.04.20 ~ 2026.04.26,19,Body to Body,방탄소년단,46266,2026-05-26 15:47:04
320,0,2026.04.20 ~ 2026.04.26,20,너의 모든 순간,성시경,323979,2026-05-26 15:47:04
321,0,2026.04.20 ~ 2026.04.26,21,Blue Valentine,NMIXX,116957,2026-05-26 15:47:04
322,0,2026.04.20 ~ 2026.04.26,22,Golden,"HUNTR/X\, EJAE\, AUDREY NUNA\, REI AMI\, KPop Demon Hunters Cast",192148,2026-05-26 15:47:04
323,0,2026.04.20 ~ 2026.04.26,23,모르시나요(PROD.로코베리),조째즈,107849,2026-05-26 15:47:04
324,0,2026.04.20 ~ 2026.04.26,24,뛰어(JUMP),BLACKPINK,97001,2026-05-26 15:47:04
325,0,2026.04.20 ~ 2026.04.26,25,toxic till the end,로제 (ROSÉ),155503,2026-05-26 15:47:04
326,0,2026.04.20 ~ 2026.04.26,26,TICK TOCK (Feat. ZICO) (Prod. by ZICO\, Crush),김하온 (HAON)\, Nosun\, Raf Sandou\, Marv\, 정준혁,39119,2026-05-26 15:47:04
327,0,2026.04.20 ~ 2026.04.26,27,내게 사랑이 뭐냐고 물어본다면,로이킴,97854,2026-05-26 15:47:04
328,0,2026.04.20 ~ 2026.04.26,28,천상연,이창섭,146871,2026-05-26 15:47:04
329,0,2026.04.20 ~ 2026.04.26,29,BLACKHOLE,IVE (아이브),39132,2026-05-26 15:47:04
330,0,2026.04.20 ~ 2026.04.26,30,Ode to Love,NCT WISH,36142,2026-05-26 15:47:04
331,0,2026.04.20 ~ 2026.04.26,31,HAPPY,DAY6 (데이식스),214995,2026-05-26 15:47:04
332,0,2026.04.20 ~ 2026.04.26,32,사랑인가 봐,멜로망스,237136,2026-05-26 15:47:04
333,0,2026.04.20 ~ 2026.04.26,33,소나기,이클립스 (ECLIPSE),196585,2026-05-26 15:47:04
334,0,2026.04.20 ~ 2026.04.26,34,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),173241,2026-05-26 15:47:04
335,0,2026.04.20 ~ 2026.04.26,35,Whiplash,aespa,153495,2026-05-26 15:47:04
336,0,2026.04.20 ~ 2026.04.26,36,HOME SWEET HOME (feat. 태양\, 대성),G-DRAGON,230279,2026-05-26 15:47:04
337,0,2026.04.20 ~ 2026.04.26,37,한 페이지가 될 수 있게,DAY6 (데이식스),368484,2026-05-26 15:47:04
338,0,2026.04.20 ~ 2026.04.26,38,2.0,방탄소년단,29895,2026-05-26 15:47:04
339,0,2026.04.20 ~ 2026.04.26,39,모든 날\, 모든 순간 (Every day\, Every Moment),폴킴,437967,2026-05-26 15:47:04
340,0,2026.04.20 ~ 2026.04.26,40,like JENNIE,제니 (JENNIE),110573,2026-05-26 15:47:04
341,0,2026.04.20 ~ 2026.04.26,41,Love Love Love (Feat. Yoong Jin Of Casker),에픽하이 (EPIK HIGH),123779,2026-05-26 15:47:04
342,0,2026.04.20 ~ 2026.04.26,42,청춘만화,이무진,101491,2026-05-26 15:47:04
343,0,2026.04.20 ~ 2026.04.26,43,사랑은 봄비처럼...이별은 겨울비처럼...,임현정,69381,2026-05-26 15:47:04
344,0,2026.04.20 ~ 2026.04.26,44,주저하는 연인들을 위해,잔나비,454223,2026-05-26 15:47:04
345,0,2026.04.20 ~ 2026.04.26,45,나는 반딧불,황가람,158947,2026-05-26 15:47:04
346,0,2026.04.20 ~ 2026.04.26,46,SPAGHETTI (feat. j-hope of BTS),LE SSERAFIM (르세라핌)\, j-hope,51260,2026-05-26 15:47:04
347,0,2026.04.20 ~ 2026.04.26,47,Flower,오반(OVAN),87181,2026-05-26 15:47:04
348,0,2026.04.20 ~ 2026.04.26,48,예뻤어,DAY6 (데이식스),381251,2026-05-26 15:47:04
349,0,2026.04.20 ~ 2026.04.26,49,청혼하지 않을 이유를 못 찾았어,이무진,73993,2026-05-26 15:47:04
350,0,2026.04.20 ~ 2026.04.26,50,눈을 감아도(2026),순순희(지환),13439,2026-05-26 15:47:04
351,0,2026.04.20 ~ 2026.04.26,51,Welcome to the Show,DAY6 (데이식스),199563,2026-05-26 15:47:04
352,0,2026.04.20 ~ 2026.04.26,52,달리 표현할 수 없어요,로이킴,41973,2026-05-26 15:47:04
353,0,2026.04.20 ~ 2026.04.26,53,FAMOUS,ALLDAY PROJECT,131650,2026-05-26 15:47:04
354,0,2026.04.20 ~ 2026.04.26,54,Hooligan,방탄소년단,31309,2026-05-26 15:47:04
355,0,2026.04.20 ~ 2026.04.26,55,봄날,방탄소년단,509159,2026-05-26 15:47:04
356,0,2026.04.20 ~ 2026.04.26,56,시작의 아이 ❍,"박다혜\, 마크툽 (MAKTUB)",71470,2026-05-26 15:47:04
357,0,2026.04.20 ~ 2026.04.26,57,APT.,로제 (ROSÉ)\, Bruno Mars,221041,2026-05-26 15:47:04
358,0,2026.04.20 ~ 2026.04.26,58,STYLE,Hearts2Hearts (하츠투하츠),60830,2026-05-26 15:47:04
359,0,2026.04.20 ~ 2026.04.26,59,ONE MORE TIME,ALLDAY PROJECT,61413,2026-05-26 15:47:04
360,0,2026.04.20 ~ 2026.04.26,60,이 밤을 빌려 말해요,PLAVE,31251,2026-05-26 15:47:04
361,0,2026.04.20 ~ 2026.04.26,61,Love wins all,아이유,223529,2026-05-26 15:47:04
362,0,2026.04.20 ~ 2026.04.26,62,다정히 내 이름을 부르면,"경서예지\, 전건호",223789,2026-05-26 15:47:04
363,0,2026.04.20 ~ 2026.04.26,63,첫 만남은 계획대로 되지 않아,TWS (투어스),174982,2026-05-26 15:47:04
364,0,2026.04.20 ~ 2026.04.26,64,REBEL HEART,IVE (아이브),120777,2026-05-26 15:47:04
365,0,2026.04.20 ~ 2026.04.26,65,Seven (feat. Latto) - Clean Ver.,정국,231559,2026-05-26 15:47:04
366,0,2026.04.20 ~ 2026.04.26,66,오늘만 I LOVE YOU,BOYNEXTDOOR,186448,2026-05-26 15:47:04
367,0,2026.04.20 ~ 2026.04.26,67,헤어지자 말해요,박재정,194185,2026-05-26 15:47:04
368,0,2026.04.20 ~ 2026.04.26,68,KISS KISS KISS (Feat. 선우 (THE BOYZ)) (Prod. by Hukky Shibaseki),"NOWIMYOUNG (나우아임영)\, Royal 44",30182,2026-05-26 15:47:04
369,0,2026.04.20 ~ 2026.04.26,69,FOCUS,Hearts2Hearts (하츠투하츠),43462,2026-05-26 15:47:04
370,0,2026.04.20 ~ 2026.04.26,70,Die With A Smile,Lady Gaga\, Bruno Mars,136070,2026-05-26 15:47:04
371,0,2026.04.20 ~ 2026.04.26,71,Sticky,NCT WISH,26050,2026-05-26 15:47:04
372,0,2026.04.20 ~ 2026.04.26,72,OVERDRIVE,TWS (투어스),44529,2026-05-26 15:47:04
373,0,2026.04.20 ~ 2026.04.26,73,Flashback,엔플라잉 (N.Flying),57623,2026-05-26 15:47:04
374,0,2026.04.20 ~ 2026.04.26,74,햇빛 bless you,AKMU (악뮤),9357,2026-05-26 15:47:04
375,0,2026.04.20 ~ 2026.04.26,75,Never Ending Story,아이유,86574,2026-05-26 15:47:04
376,0,2026.04.20 ~ 2026.04.26,76,NOT CUTE ANYMORE,아일릿(ILLIT),48184,2026-05-26 15:47:04
377,0,2026.04.20 ~ 2026.04.26,77,사랑은 늘 도망가,임영웅,237669,2026-05-26 15:47:04
378,0,2026.04.20 ~ 2026.04.26,78,Magnetic,아일릿(ILLIT),146163,2026-05-26 15:47:04
379,0,2026.04.20 ~ 2026.04.26,79,Soda Pop,"KPop Demon Hunters Cast\, Danny Chung\, Saja Boys\, Andrew Choi\, Neckwav\, Kevin Woo\, samUIL Lee",116522,2026-05-26 15:47:04
380,0,2026.04.20 ~ 2026.04.26,80,인사,범진,163553,2026-05-26 15:47:04
381,0,2026.04.20 ~ 2026.04.26,81,시작의 아이,마크툽 (MAKTUB),85919,2026-05-26 15:47:04
382,0,2026.04.20 ~ 2026.04.26,82,눈사람,정승환,309981,2026-05-26 15:47:04
383,0,2026.04.20 ~ 2026.04.26,83,FYA,방탄소년단,26520,2026-05-26 15:47:04
384,0,2026.04.20 ~ 2026.04.26,84,에피소드,이무진,142744,2026-05-26 15:47:04
385,0,2026.04.20 ~ 2026.04.26,85,I AM,IVE (아이브),238663,2026-05-26 15:47:04
386,0,2026.04.20 ~ 2026.04.26,86,2.0 (TWO POINT O),NCT WISH,24816,2026-05-26 15:47:04
387,0,2026.04.20 ~ 2026.04.26,87,봄 색깔,AKMU (악뮤),7897,2026-05-26 15:47:04
388,0,2026.04.20 ~ 2026.04.26,88,하루에 하루만 더 (Stick With You),투모로우바이투게더,27778,2026-05-26 15:47:04
389,0,2026.04.20 ~ 2026.04.26,89,Aliens,방탄소년단,25406,2026-05-26 15:47:04
390,0,2026.04.20 ~ 2026.04.26,90,XOXZ,IVE (아이브),55998,2026-05-26 15:47:04
391,0,2026.04.20 ~ 2026.04.26,91,벌레를 내고,AKMU (악뮤),8530,2026-05-26 15:47:04
392,0,2026.04.20 ~ 2026.04.26,92,Like Animals,방탄소년단,27031,2026-05-26 15:47:04
393,0,2026.04.20 ~ 2026.04.26,93,Hype Boy,NewJeans,315852,2026-05-26 15:47:04
394,0,2026.04.20 ~ 2026.04.26,94,Dynamite,방탄소년단,465799,2026-05-26 15:47:04
395,0,2026.04.20 ~ 2026.04.26,95,봄 내음보다 너를,김나영,129674,2026-05-26 15:47:04
396,0,2026.04.20 ~ 2026.04.26,96,한번 더 이별,이창섭,33668,2026-05-26 15:47:04
397,0,2026.04.20 ~ 2026.04.26,97,TOO BAD (feat. Anderson .Paak),G-DRAGON,156073,2026-05-26 15:47:04
398,0,2026.04.20 ~ 2026.04.26,98,Don't Say You Love Me,NCT WISH,24035,2026-05-26 15:47:04
399,0,2026.04.20 ~ 2026.04.26,99,그래 늦지 않았어 (2025),"아샤트리\, 이예은\, 전건호",17337,2026-05-26 15:47:04
400,0,2026.04.20 ~ 2026.04.26,100,Feel The Beat,NCT WISH,20789,2026-05-26 15:47:04
